Y,date,weekday,D,L,Z,K,slip,resid_trop,E,theta,hour,illum,beta,delta_t_h,dr_Y,dr_D,dr_Z,dr_K
1352,3378-06-30,Tuesday,493808,328,70544,16722,-2.507586,0.5595,23.414738,156.585262,23,0.9586,2.3802,2.09,2,5,2,9
1363,3389-06-30,Tuesday,497826,331,71118,16858,-0.667676,0.8954,0.122634,180.122634,16,0.99954,2.462,2.121,4,9,9,1
1369,3395-06-30,Tuesday,500017,332,71431,16932,5.068745,0.4423,63.486525,243.486525,0,0.72402,-2.5327,2.138,1,4,7,3
1375,3401-06-30,Tuesday,502208,333,71744,17006,10.805167,-0.0108,132.188361,312.188361,0,0.16531,2.6109,2.155,7,8,5,5
1381,3407-06-30,Tuesday,504399,334,72057,17081,-12.989001,-0.464,142.449448,37.550552,23,0.10511,-4.2206,2.172,4,3,3,8
1386,3412-06-30,Tuesday,506226,336,72318,17142,12.645076,0.3251,159.209226,339.209226,0,0.03454,-5.0372,2.186,9,3,3,6
1392,3418-06-30,Tuesday,508417,337,72631,17217,-11.149091,-0.1281,127.290015,52.709985,23,0.19901,5.036,2.203,6,7,1,9
1403,3429-06-30,Tuesday,512435,340,73205,17353,-9.309182,0.2079,108.218962,71.781038,23,0.34493,-2.1957,2.235,8,2,8,1
1409,3435-06-30,Tuesday,514626,341,73518,17427,-3.57276,-0.2453,26.610092,153.389908,23,0.9472,0.8618,2.253,5,6,6,3
1414,3440-06-30,Tuesday,516453,343,73779,17489,-7.469272,0.5438,79.796776,100.203224,23,0.58968,-3.0529,2.267,1,6,6,2
1420,3446-06-30,Tuesday,518644,344,74092,17563,-1.732851,0.0906,8.713667,171.286333,23,0.99339,3.3659,2.285,7,1,4,4
1431,3457-06-30,Tuesday,522662,347,74666,17699,0.107059,0.4265,0.214923,180.214923,6,0.99812,-4.9768,2.317,9,5,2,5
1437,3463-06-30,Tuesday,524853,348,74979,17773,5.84348,-0.0266,77.497498,257.497498,0,0.60909,5.2416,2.335,6,9,9,7
1442,3468-06-30,Tuesday,526680,350,75240,17835,1.946968,0.7625,19.91485,199.91485,0,0.96946,3.4043,2.349,2,9,9,6
1448,3474-06-30,Tuesday,528871,351,75553,17909,7.68339,0.3093,100.298514,280.298514,0,0.41195,-2.5063,2.367,8,4,7,8
1459,3485-06-30,Tuesday,532889,354,76127,18045,9.523299,0.6452,113.602878,293.602878,0,0.30092,-1.5881,2.4,1,8,5,9
1465,3491-06-30,Tuesday,535080,355,76440,18120,-14.270868,0.1921,163.264436,16.735564,23,0.02203,3.1845,2.418,7,3,3,3
1470,3496-06-30,Tuesday,536907,357,76701,18181,11.363209,0.9811,131.851028,311.851028,0,0.16828,4.8144,2.433,3,3,3,1
1477,3503-06-30,Tuesday,539462,357,77066,18268,-2.798025,-0.7142,23.676763,156.323237,23,0.95711,3.7521,2.454,1,2,8,7
1482,3508-06-30,Tuesday,541289,359,77327,18330,-6.694537,0.0749,76.376079,103.623921,23,0.61838,5.2719,2.47,6,2,8,6
1488,3514-06-30,Tuesday,543480,360,77640,18404,-0.958116,-0.3783,0.055283,179.944717,15,0.99824,-4.8148,2.488,3,6,6,8
1499,3525-06-30,Tuesday,547498,363,78214,18540,0.881794,-0.0424,16.08504,196.08504,0,0.98022,2.1261,2.522,5,1,4,9
1505,3531-06-30,Tuesday,549689,364,78527,18614,6.618215,-0.4955,74.597367,254.597367,0,0.63393,-2.7045,2.54,2,5,2,2
1510,3536-06-30,Tuesday,551516,366,78788,18676,2.721704,0.2936,34.339171,214.339171,0,0.91295,2.3147,2.555,7,5,2,1
1516,3542-06-30,Tuesday,553707,367,79101,18750,8.458125,-0.1596,103.743475,283.743475,0,0.38263,-2.6169,2.574,4,9,9,3
1527,3553-06-30,Tuesday,557725,370,79675,18886,10.298035,0.1763,131.605077,311.605077,0,0.1701,5.1624,2.608,6,4,7,4
1533,3559-06-30,Tuesday,559916,371,79988,18961,-13.496133,-0.2768,155.81003,24.18997,23,0.04582,-4.9503,2.627,3,8,5,7
1538,3564-06-30,Tuesday,561743,373,80249,19022,12.137944,0.5122,151.498457,331.498457,0,0.0615,-3.0479,2.643,8,8,5,5
1544,3570-06-30,Tuesday,563934,374,80562,19097,-11.656223,0.0591,135.878576,44.121424,23,0.14195,2.1489,2.662,5,3,3,8
1555,3581-06-30,Tuesday,567952,377,81136,19233,-9.816314,0.395,108.443117,71.556883,23,0.34321,3.0235,2.696,7,7,1,9
1561,3587-06-30,Tuesday,570143,378,81449,19307,-4.079892,-0.0581,39.181398,140.818602,23,0.88743,-3.1149,2.715,4,2,8,2
1566,3592-06-30,Tuesday,571970,380,81710,19369,-7.976404,0.7309,78.977091,101.022909,23,0.5964,-5.253,2.731,9,2,8,1
1572,3598-06-30,Tuesday,574161,381,82023,19443,-2.239983,0.2778,20.692323,159.307677,23,0.96606,5.0497,2.751,6,6,6,3
1583,3609-06-30,Tuesday,578179,384,82597,19579,-0.400073,0.6137,0.002162,180.002162,17,0.99935,-2.9291,2.786,8,1,4,4
1589,3615-06-30,Tuesday,580370,385,82910,19653,5.336348,0.1606,72.094444,252.094444,0,0.65475,2.4859,2.805,5,5,2,6
1594,3620-06-30,Tuesday,582197,387,83171,19715,1.439836,0.9496,19.044187,199.044187,0,0.97266,-1.4262,2.821,1,5,2,5
1600,3626-06-30,Tuesday,584388,388,83484,19789,7.176258,0.4965,85.732272,265.732272,0,0.53846,1.6328,2.841,7,9,9,7
1611,3637-06-30,Tuesday,588406,391,84058,19925,9.016167,0.8324,102.360423,282.360423,0,0.3946,-4.8649,2.877,9,4,7,8
1617,3643-06-30,Tuesday,590597,392,84371,19999,14.752589,0.3793,163.943667,16.056333,23,0.02142,4.9668,2.896,6,8,5,1
1622,3648-06-30,Tuesday,592424,394,84632,20061,10.856077,1.1683,129.422785,309.422785,0,0.18413,4.1778,2.913,2,8,5,9
1628,3654-06-30,Tuesday,594615,395,84945,20136,-12.93809,0.7152,139.626671,40.373329,23,0.11982,-2.0334,2.933,8,3,3,3
1639,3665-06-30,Tuesday,598633,398,85519,20272,-11.098181,1.0511,123.238544,56.761456,23,0.22699,-2.2859,2.969,1,7,1,4
1645,3671-06-30,Tuesday,600824,399,85832,20346,-5.361759,0.5979,52.521502,127.478498,23,0.80471,2.5419,2.989,7,2,8,6
1650,3676-06-30,Tuesday,602651,401,86093,20408,-9.258271,1.387,108.076773,71.923227,23,0.34658,5.0616,3.006,3,2,8,5
1656,3682-06-30,Tuesday,604842,402,86406,20482,-3.52185,0.9339,26.046323,153.953677,23,0.94769,-5.0549,3.026,9,6,6,7
1667,3693-06-30,Tuesday,608860,405,86980,20618,-1.68194,1.2698,5.28716,174.71284,23,0.99722,2.9414,3.063,2,1,4,8
1673,3699-06-30,Tuesday,611051,406,87293,20692,4.054481,0.8166,45.472367,225.472367,0,0.85057,-3.8588,3.083,8,5,2,1
1679,3705-06-30,Tuesday,613242,407,87606,20766,9.790903,0.3635,123.158909,303.158909,0,0.22784,3.2374,3.103,5,9,9,3
1685,3711-06-30,Tuesday,615433,408,87919,20841,-14.003265,-0.0896,163.524647,16.475353,23,0.021,-2.2199,3.124,2,4,7,6
1690,3716-06-30,Tuesday,617260,410,88180,20902,11.630812,0.6994,137.560418,317.560418,0,0.1316,0.7931,3.141,7,4,7,4
1696,3722-06-30,Tuesday,619451,411,88493,20977,-12.163355,0.2463,136.874025,43.125975,23,0.13616,-2.8904,3.161,4,8,5,7
1707,3733-06-30,Tuesday,623469,414,89067,21113,-10.323446,0.5822,107.673818,72.326182,23,0.34998,5.2433,3.199,6,3,3,8
1713,3739-06-30,Tuesday,625660,415,89380,21187,-4.587024,0.129,51.164701,128.835299,23,0.81295,-5.1717,3.22,3,7,1,1
1718,3744-06-30,Tuesday,627487,417,89641,21249,-8.483536,0.9181,85.896899,94.103101,23,0.53692,-2.6881,3.237,8,7,1,9
1724,3750-06-30,Tuesday,629678,418,89954,21323,-2.747115,0.465,25.698706,154.301294,23,0.95015,2.955,3.258,5,2,8,2
1735,3761-06-30,Tuesday,633696,421,90528,21459,-0.907205,0.8009,0.224519,179.775481,19,0.99968,2.027,3.296,7,6,6,3
1741,3767-06-30,Tuesday,635887,422,90841,21533,4.829216,0.3477,57.946158,237.946158,0,0.76619,-1.6308,3.317,4,1,4,5
1746,3772-06-30,Tuesday,637714,424,91102,21595,0.932704,1.1368,16.641098,196.641098,0,0.97749,-4.8375,3.335,9,1,4,4
1752,3778-06-30,Tuesday,639905,425,91415,21669,6.669126,0.6836,74.032722,254.032722,0,0.63829,4.8573,3.356,6,5,2,6
1763,3789-06-30,Tuesday,643923,428,91989,21805,8.509035,1.0196,100.517472,280.517472,0,0.41031,-4.3174,3.395,8,9,9,7
1769,3795-06-30,Tuesday,646114,429,92302,21879,14.245457,0.5664,170.315481,9.684519,23,0.00758,2.3595,3.416,5,4,7,9
1775,3801-06-30,Tuesday,648305,430,92615,21954,-9.548711,0.1133,110.464613,69.535387,23,0.32652,-2.7929,3.438,2,8,5,3
1781,3807-06-30,Tuesday,650496,431,92928,22028,-3.812289,-0.3399,30.785528,149.214472,23,0.92964,1.6851,3.459,8,3,3,5
1786,3812-06-30,Tuesday,652323,433,93189,22090,-7.708801,0.4492,80.960108,99.039892,23,0.57973,-2.5495,3.477,4,3,3,4
1792,3818-06-30,Tuesday,654514,434,93502,22164,-1.97238,-0.0039,13.989024,166.010976,23,0.98472,2.606,3.499,1,7,1,6
1803,3829-06-30,Tuesday,658532,437,94076,22300,-0.13247,0.332,0.000661,179.999339,13,0.99818,-4.9069,3.538,3,2,8,7
1809,3835-06-30,Tuesday,660723,438,94389,22374,5.603951,-0.1212,75.257507,255.257507,0,0.62796,5.2806,3.56,9,6,6,9
1814,3840-06-30,Tuesday,662550,440,94650,22436,1.70744,0.6679,17.800482,197.800482,0,0.97515,3.8526,3.578,5,6,6,8
1820,3846-06-30,Tuesday,664741,441,94963,22510,7.443861,0.2147,95.543839,275.543839,0,0.45304,-3.2624,3.6,2,1,4,1
1831,3857-06-30,Tuesday,668759,444,95537,22646,9.283771,0.5507,108.273163,288.273163,0,0.34437,-0.657,3.64,4,5,2,2
1837,3863-06-30,Tuesday,670950,445,95850,22721,-14.510397,0.0975,164.924199,15.075801,23,0.01783,2.6775,3.662,1,9,9,5
1842,3868-06-30,Tuesday,672777,447,96111,22782,11.12368,0.8866,128.668413,308.668413,0,0.18934,4.4976,3.681,6,9,9,3
1848,3874-06-30,Tuesday,674968,448,96424,22857,-12.670487,0.4334,137.109002,42.890998,23,0.13573,-5.134,3.703,3,4,7,6
1859,3885-06-30,Tuesday,678986,451,96998,22993,-10.830578,0.7693,114.243849,65.756151,23,0.2959,2.6702,3.744,5,8,5,7
1865,3891-06-30,Tuesday,681177,452,97311,23067,-5.094156,0.3162,54.763929,125.236071,23,0.78883,-3.2056,3.766,2,3,3,9
1870,3896-06-30,Tuesday,683004,454,97572,23129,-8.990668,1.1053,100.862679,79.137321,23,0.40694,1.3964,3.785,7,3,3,8
1877,3903-06-30,Tuesday,685559,454,97937,23215,6.378687,-0.5901,72.616155,252.616155,0,0.65041,-3.2465,3.811,5,2,8,4
1882,3908-06-30,Tuesday,687386,456,98198,23277,2.482175,0.199,29.008443,209.008443,0,0.93747,1.4132,3.83,1,2,8,3
1888,3914-06-30,Tuesday,689577,457,98511,23351,8.218596,-0.2542,102.518928,282.518928,0,0.393,-2.0792,3.852,7,6,6,5
1899,3925-06-30,Tuesday,693595,460,99085,23487,10.058506,0.0818,128.692111,308.692111,0,0.18949,5.123,3.894,9,1,4,6
1905,3931-06-30,Tuesday,695786,461,99398,23562,-13.735662,-0.3714,160.366363,19.633637,23,0.03104,-5.0386,3.917,6,5,2,9
1910,3936-06-30,Tuesday,697613,463,99659,23623,11.898415,0.4177,146.472146,326.472146,0,0.08446,-3.7488,3.936,2,5,2,7
1916,3942-06-30,Tuesday,699804,464,99972,23698,-11.895752,-0.0355,138.254827,41.745173,23,0.12795,2.7477,3.959,8,9,9,1
1927,3953-06-30,Tuesday,703822,467,100546,23834,-10.055843,0.3004,109.671924,70.328076,23,0.333,2.5106,4.001,1,4,7,2
1933,3959-06-30,Tuesday,706013,468,100859,23908,-4.319421,-0.1527,44.596008,135.403992,23,0.85628,-2.3102,4.024,7,8,5,4
1938,3964-06-30,Tuesday,707840,470,101120,23970,-8.215933,0.6364,81.501801,98.498199,23,0.57478,-5.2868,4.043,3,8,5,3
1944,3970-06-30,Tuesday,710031,471,101433,24044,-2.479512,0.1832,24.600748,155.399252,23,0.95308,4.9885,4.067,9,3,3,5
1955,3981-06-30,Tuesday,714049,474,102007,24180,-0.639602,0.5191,0.14601,180.14601,22,0.99919,-3.2669,4.109,2,7,1,6
1961,3987-06-30,Tuesday,716240,475,102320,24254,5.096819,0.066,67.363021,247.363021,0,0.69324,3.2334,4.133,8,2,8,8
1966,3992-06-30,Tuesday,718067,477,102581,24316,1.200308,0.855,17.235025,197.235025,0,0.97765,-0.804,4.152,4,2,8,7
1972,3998-06-30,Tuesday,720258,478,102894,24390,6.936729,0.4019,80.331279,260.331279,0,0.58522,0.6923,4.176,1,6,6,9
1983,4009-06-30,Tuesday,724276,481,103468,24526,8.776639,0.7378,99.306824,279.306824,0,0.42068,-4.5233,4.219,3,1,4,1
1989,4015-06-30,Tuesday,726467,482,103781,24600,14.51306,0.2847,166.642584,13.357416,23,0.01547,5.0199,4.243,9,5,2,3
1994,4020-06-30,Tuesday,728294,484,104042,24662,10.616548,1.0737,127.917464,307.917464,0,0.19454,4.5154,4.263,5,5,2,2
2000,4026-06-30,Tuesday,730485,485,104355,24737,-13.177619,0.6206,144.120247,35.879753,23,0.09577,-2.7988,4.286,2,9,9,5
2011,4037-06-30,Tuesday,734503,488,104929,24873,-11.33771,0.9565,128.681058,51.318942,23,0.18833,-1.3712,4.33,4,4,7,6
2017,4043-06-30,Tuesday,736694,489,105242,24947,-5.601288,0.5034,53.99696,126.00304,23,0.79455,1.9879,4.354,1,8,5,8
2022,4048-06-30,Tuesday,738521,491,105503,25009,-9.4978,1.2924,111.530146,68.469854,23,0.31823,4.7767,4.374,6,8,5,7
2028,4054-06-30,Tuesday,740712,492,105816,25083,-3.761379,0.8393,29.237147,150.762853,23,0.93491,-5.0022,4.398,3,3,3,9
2039,4065-06-30,Tuesday,744730,495,106390,25219,-1.921469,1.1752,10.235397,169.764603,23,0.99108,3.6392,4.443,5,7,1,1
2045,4071-06-30,Tuesday,746921,496,106703,25293,3.814952,0.7221,43.707995,223.707995,0,0.86114,-4.2418,4.467,2,2,8,3
2050,4076-06-30,Tuesday,748748,498,106964,25355,-0.08156,1.5111,0.16048,180.16048,10,0.99999,-0.2708,4.487,7,2,8,2
2056,4082-06-30,Tuesday,750939,499,107277,25429,5.654862,1.058,73.268851,253.268851,0,0.6452,-0.5505,4.512,4,6,6,4
2067,4093-06-30,Tuesday,754957,502,107851,25565,7.494772,1.3939,98.056725,278.056725,0,0.43144,4.6991,4.557,6,1,4,5
2073,4099-06-30,Tuesday,757148,503,108164,25639,13.231193,0.9408,155.574077,335.574077,0,0.04617,-4.1497,4.581,3,5,2,7
2079,4105-06-30,Tuesday,759339,504,108477,25714,-10.562975,0.4876,110.224163,69.775837,23,0.32897,5.2621,4.606,9,9,9,1
2085,4111-06-30,Tuesday,761530,505,108790,25788,-4.826553,0.0345,54.748766,125.251234,23,0.78823,-5.0639,4.631,6,4,7,3
2090,4116-06-30,Tuesday,763357,507,109051,25850,-8.723065,0.8235,90.911531,89.088469,23,0.49324,-3.4432,4.651,2,4,7,2
2096,4122-06-30,Tuesday,765548,508,109364,25924,-2.986644,0.3704,27.652918,152.347082,23,0.94233,3.4604,4.676,8,8,5,4
2107,4133-06-30,Tuesday,769566,511,109938,26060,-1.146734,0.7063,0.260874,179.739126,23,0.9998,1.6,4.722,1,3,3,5
2113,4139-06-30,Tuesday,771757,512,110251,26134,4.589687,0.2532,52.645716,232.645716,0,0.80419,-0.6923,4.747,7,7,1,7
2118,4144-06-30,Tuesday,773584,514,110512,26196,0.693176,1.0422,13.110457,193.110457,0,0.98552,-4.5542,4.768,3,7,1,6
2124,4150-06-30,Tuesday,775775,515,110825,26270,6.429597,0.5891,70.941806,250.941806,0,0.66398,4.5023,4.793,9,2,8,8
2135,4161-06-30,Tuesday,779793,518,111399,26406,8.269507,0.925,99.191217,279.191217,0,0.42174,-4.6399,4.839,2,6,6,9
2141,4167-06-30,Tuesday,781984,519,111712,26480,14.005928,0.4719,171.418489,351.418489,0,0.00686,4.037,4.865,8,1,4,2
2146,4172-06-30,Tuesday,783811,521,111973,26542,10.109416,1.2609,128.095039,308.095039,0,0.19235,0.0694,4.886,4,1,4,1
2152,4178-06-30,Tuesday,786002,522,112286,26617,-13.684751,0.8078,157.693631,22.306369,23,0.03768,1.114,4.911,1,5,2,4
2163,4189-06-30,Tuesday,790020,525,112860,26753,-11.844842,1.1437,139.143061,40.856939,23,0.12363,-4.6542,4.958,3,9,9,5
2169,4195-06-30,Tuesday,792211,526,113173,26827,-6.10842,0.6905,56.899874,123.100126,23,0.7728,5.1245,4.984,9,4,7,7
2175,4201-06-30,Tuesday,794402,527,113486,26901,-0.371999,0.2374,0.049939,180.049939,20,0.99825,-4.8013,5.01,6,8,5,9
2181,4207-06-30,Tuesday,796593,528,113799,26975,5.364423,-0.2157,72.400201,252.400201,0,0.65177,5.2186,5.035,3,3,3,2
2186,4212-06-30,Tuesday,798420,530,114060,27037,1.467911,0.5733,15.90042,195.90042,0,0.97969,4.2285,5.057,8,3,3,1
2192,4218-06-30,Tuesday,800611,531,114373,27111,7.204332,0.1202,90.255696,270.255696,0,0.49905,-3.9569,5.083,5,7,1,3
2203,4229-06-30,Tuesday,804629,534,114947,27247,9.044242,0.4561,103.358355,283.358355,0,0.38569,0.2682,5.13,7,2,8,4
2209,4235-06-30,Tuesday,806820,535,115260,27322,-14.749926,0.003,166.703603,13.296397,23,0.01381,2.1161,5.156,4,6,6,7
2214,4240-06-30,Tuesday,808647,537,115521,27383,10.884151,0.792,126.04395,306.04395,0,0.20741,4.1045,5.178,9,6,6,5
2220,4246-06-30,Tuesday,810838,538,115834,27458,-12.910016,0.3389,139.944419,40.055581,23,0.11934,-5.1212,5.204,6,1,4,8
2231,4257-06-30,Tuesday,814856,541,116408,27594,-11.070107,0.6748,119.228634,60.771366,23,0.25719,3.4121,5.253,8,5,2,9
2237,4263-06-30,Tuesday,817047,542,116721,27668,-5.333685,0.2216,56.405956,123.594044,23,0.77694,-3.6835,5.279,5,9,9,2
2242,4268-06-30,Tuesday,818874,544,116982,27730,-9.230197,1.0107,106.068828,73.931172,23,0.36272,0.4586,5.301,1,9,9,1
2248,4274-06-30,Tuesday,821065,545,117295,27804,-3.493776,0.5576,28.02282,151.97718,23,0.94149,-1.425,5.328,7,4,7,3
2259,4285-06-30,Tuesday,825083,548,117869,27940,-1.653866,0.8935,4.345976,175.654024,23,0.9968,4.8261,5.376,9,8,5,4
2265,4291-06-30,Tuesday,827274,549,118182,28014,4.082555,0.4403,43.239773,223.239773,0,0.86385,-4.3841,5.403,6,3,3,6
2270,4296-06-30,Tuesday,829101,551,118443,28076,0.186044,1.2294,2.001253,182.001253,0,0.9981,-4.5999,5.425,2,3,3,5
2277,4303-06-30,Tuesday,831656,551,118808,28163,-13.975191,-0.4659,164.334459,15.665541,23,0.02049,-4.9827,5.457,9,2,8,2
2282,4308-06-30,Tuesday,833483,553,119069,28224,11.658886,0.3231,141.083529,321.083529,0,0.11258,-4.3521,5.479,5,2,8,9
2288,4314-06-30,Tuesday,835674,554,119382,28299,-12.135281,-0.13,140.256606,39.743394,23,0.11671,3.2763,5.506,2,6,6,3
2299,4325-06-30,Tuesday,839692,557,119956,28435,-10.295372,0.2059,111.078935,68.921065,23,0.3214,1.9467,5.555,4,1,4,4
2305,4331-06-30,Tuesday,841883,558,120269,28509,-4.55895,-0.2473,49.763371,130.236629,23,0.82351,-1.4348,5.583,1,5,2,6
2310,4336-06-30,Tuesday,843710,560,120530,28571,-8.455462,0.5418,84.680578,95.319422,23,0.54737,-5.2123,5.605,6,5,2,5
2316,4342-06-30,Tuesday,845901,561,120843,28645,-2.719041,0.0887,27.933344,152.066656,23,0.94043,4.8072,5.632,3,9,9,7
2327,4353-06-30,Tuesday,849919,564,121417,28781,-0.879131,0.4246,1.389097,178.610903,23,0.99881,-3.7005,5.683,5,4,7,8
2333,4359-06-30,Tuesday,852110,565,121730,28855,4.85729,-0.0286,62.137375,242.137375,0,0.73414,3.9124,5.71,2,8,5,1
2338,4364-06-30,Tuesday,853937,567,121991,28917,0.960779,0.7605,15.107212,195.107212,0,0.98283,-0.1359,5.733,7,8,5,9
2344,4370-06-30,Tuesday,856128,568,122304,28991,6.6972,0.3073,75.386546,255.386546,0,0.62737,-0.2361,5.76,4,3,3,2
2355,4381-06-30,Tuesday,860146,571,122878,29127,8.53711,0.6433,96.838161,276.838161,0,0.44195,-4.1128,5.811,6,7,1,3
2361,4387-06-30,Tuesday,862337,572,123191,29201,14.273531,0.1901,169.898199,10.101801,23,0.00964,4.9627,5.839,3,2,8,5
2366,4392-06-30,Tuesday,864164,574,123452,29263,10.377019,0.9792,126.457558,306.457558,0,0.20481,4.791,5.862,8,2,8,4
2372,4398-06-30,Tuesday,866355,575,123765,29338,-13.417148,0.526,149.098568,30.901432,23,0.0721,-3.5139,5.89,5,6,6,7
2383,4409-06-30,Tuesday,870373,578,124339,29474,-11.577239,0.8619,133.781676,46.218324,23,0.15469,-0.4396,5.941,7,1,4,8
2389,4415-06-30,Tuesday,872564,579,124652,29548,-5.840817,0.4088,55.745537,124.254463,23,0.7822,1.3767,5.969,4,5,2,1
2394,4420-06-30,Tuesday,874391,581,124913,29610,-9.737329,1.1979,114.369812,65.630188,23,0.29536,4.409,5.993,9,5,2,9
2400,4426-06-30,Tuesday,876582,582,125226,29684,-4.000908,0.7447,33.045193,146.954807,23,0.91797,-4.8194,6.021,6,9,9,2
2411,4437-06-30,Tuesday,880600,585,125800,29820,-2.160998,1.0806,15.506501,164.493499,23,0.98055,4.2386,6.072,8,4,7,3
2417,4443-06-30,Tuesday,882791,586,126113,29894,3.575423,0.6275,42.088096,222.088096,0,0.87055,-4.5575,6.101,5,8,5,5
2422,4448-06-30,Tuesday,884618,588,126374,29956,-0.321088,1.4165,0.158587,180.158587,18,0.99996,-0.7128,6.124,1,8,5,4
2428,4454-06-30,Tuesday,886809,589,126687,30030,5.415333,0.9634,71.382494,251.382494,0,0.66085,0.1149,6.153,7,3,3,6
2439,4465-06-30,Tuesday,890827,592,127261,30166,7.255243,1.2993,93.775055,273.775055,0,0.46846,4.2393,6.205,9,7,1,7
2445,4471-06-30,Tuesday,893018,593,127574,30240,12.991664,0.8462,153.071246,333.071246,0,0.05542,-3.7104,6.234,6,2,8,9
2450,4476-06-30,Tuesday,894845,595,127835,30302,9.095152,1.6352,107.169135,287.169135,0,0.35416,-5.1955,6.258,2,2,8,8
2456,4482-06-30,Tuesday,897036,596,128148,30377,-14.699015,1.1821,168.943117,11.056883,23,0.01071,4.2869,6.287,8,6,6,2
2467,4493-06-30,Tuesday,901054,599,128722,30513,-12.859106,1.518,141.078346,38.921654,23,0.11151,0.2472,6.339,1,1,4,3
2473,4499-06-30,Tuesday,903245,600,129035,30587,-7.122684,1.0649,82.900937,97.099063,23,0.56296,0.4911,6.368,7,5,2,5
2479,4505-06-30,Tuesday,905436,601,129348,30661,-1.386263,0.6117,2.40675,177.59325,23,0.99949,0.9494,6.397,4,9,9,7
2485,4511-06-30,Tuesday,907627,602,129661,30735,4.350158,0.1586,47.752581,227.752581,0,0.83691,0.2329,6.426,1,4,7,9
2490,4516-06-30,Tuesday,909454,604,129922,30797,0.453647,0.9476,8.953168,188.953168,0,0.99268,-4.1209,6.451,6,4,7,8
2496,4522-06-30,Tuesday,911645,605,130235,30871,6.190068,0.4945,68.408339,248.408339,0,0.68473,4.0788,6.48,3,8,5,1
2507,4533-06-30,Tuesday,915663,608,130809,31007,8.029978,0.8304,97.871754,277.871754,0,0.43313,-4.9036,6.534,5,3,3,2
2513,4539-06-30,Tuesday,917854,609,131122,31081,13.766399,0.3773,166.094212,346.094212,0,0.01625,4.5403,6.563,2,7,1,4
2518,4544-06-30,Tuesday,919681,611,131383,31143,9.869887,1.1663,125.63548,305.63548,0,0.2096,0.7804,6.587,7,7,1,3
2524,4550-06-30,Tuesday,921872,612,131696,31218,-13.92428,0.7132,162.543087,17.456913,23,0.02314,0.1972,6.617,4,2,8,6
2535,4561-06-30,Tuesday,925890,615,132270,31354,-12.084371,1.0491,142.065918,37.934082,23,0.10724,-4.2771,6.671,6,6,6,7
2541,4567-06-30,Tuesday,928081,616,132583,31428,-6.347949,0.596,60.80887,119.19113,23,0.74386,4.9245,6.701,3,1,4,9
2546,4572-06-30,Tuesday,929908,618,132844,31490,-10.244461,1.385,114.344796,65.655204,23,0.29566,4.6652,6.726,8,1,4,8
2552,4578-06-30,Tuesday,932099,619,133157,31564,-4.50804,0.9319,45.758348,134.241652,23,0.84831,-4.5296,6.755,5,5,2,1
2563,4589-06-30,Tuesday,936117,622,133731,31700,-2.66813,1.2678,27.56993,152.43007,23,0.94339,0.9,6.81,7,9,9,2
2569,4595-06-30,Tuesday,938308,623,134044,31774,3.068291,0.8147,41.953949,221.953949,0,0.87247,-0.279,6.84,4,4,7,4
2575,4601-06-30,Tuesday,940499,624,134357,31848,8.804713,0.3615,99.025559,279.025559,0,0.42284,1.1435,6.87,1,8,5,6
2581,4607-06-30,Tuesday,942690,625,134670,31922,14.541134,-0.0916,168.733827,11.266173,23,0.00985,1.4957,6.9,7,3,3,8
2586,4612-06-30,Tuesday,944517,627,134931,31984,10.644622,0.6974,123.884719,303.884719,0,0.22273,3.6531,6.926,3,3,3,7
2592,4618-06-30,Tuesday,946708,628,135244,32059,-13.149545,0.2443,143.390126,36.609874,23,0.1006,-4.9855,6.956,9,7,1,1
2603,4629-06-30,Tuesday,950726,631,135818,32195,-11.309636,0.5802,124.60036,55.39964,23,0.21759,4.0652,7.011,2,2,8,2
2609,4635-06-30,Tuesday,952917,632,136131,32269,-5.573214,0.1271,57.891553,122.108447,23,0.76598,-4.104,7.042,8,6,6,4
2614,4640-06-30,Tuesday,954744,634,136392,32331,-9.469726,0.9161,110.765558,69.234442,23,0.3238,-0.4521,7.067,4,6,6,3
2620,4646-06-30,Tuesday,956935,635,136705,32405,-3.733304,0.463,30.247335,149.752665,23,0.93218,-0.7563,7.098,1,1,4,5
2631,4657-06-30,Tuesday,960953,638,137279,32541,-1.893395,0.7989,8.450831,171.549169,23,0.99304,4.5326,7.154,3,5,2,6
2637,4663-06-30,Tuesday,963144,639,137592,32615,3.843026,0.3458,40.61184,220.61184,0,0.87929,-3.9509,7.185,9,9,9,8
2642,4668-06-30,Tuesday,964971,641,137853,32677,-0.053485,1.1348,0.261741,180.261741,6,0.99825,-4.8064,7.21,5,9,9,7
2648,4674-06-30,Tuesday,967162,642,138166,32751,5.682936,0.6817,69.096362,249.096362,0,0.67898,4.8916,7.241,2,4,7,9
2659,4685-06-30,Tuesday,971180,645,138740,32887,7.522846,1.0176,97.770751,277.770751,0,0.43372,-0.7909,7.298,4,8,5,1
2665,4691-06-30,Tuesday,973371,646,139053,32961,13.259267,0.5644,154.765199,334.765199,0,0.04809,1.458,7.329,1,3,3,3
2670,4696-06-30,Tuesday,975198,648,139314,33023,9.362755,1.3535,116.535372,296.535372,0,0.27807,-3.5457,7.355,6,3,3,2
2677,4703-06-30,Tuesday,977753,648,139679,33110,-4.798479,-0.3418,54.493508,125.506492,23,0.79113,-0.5395,7.391,4,2,8,8
